TransactionID	CardID	 TransactionAmount 	 TransactionRevenue 	TransactionDate	SettlementDate	AssignedFeePercentage
312	1174.00	 3 082.00 	 39.02 Kè 	17.01.2023	2023-01-20	1.27%
313	1157.00	 25 279.00 	 447.82 Kè 	05.01.2023	2023-01-08	1.77%
314	1198.00	 84 162.00 	 1 044.35 Kè 	11.01.2023	2023-01-15	1.24%
315	1135.00	 42 480.00 	 687.15 Kè 	19.01.2023	2023-01-23	1.62%
316	1164.00	 61 458.00 	 1 190.89 Kè 	20.01.2023	2023-01-22	1.94%
317	1179.00	 84 024.00 	 1 322.79 Kè 	05.01.2023	2023-01-08	1.57%
318	1073.00	 26 159.00 	 453.97 Kè 	17.01.2023	2023-01-20	1.74%
319	1113.00	 30 555.00 	 363.85 Kè 	06.01.2023	2023-01-07	1.19%
320	1101.00	 52 848.00 	 953.60 Kè 	13.01.2023	2023-01-14	1.80%
321	1051.00	 76 850.00 	 1 064.21 Kè 	09.01.2023	2023-01-10	1.38%
322	1078.00	 99 387.00 	 1 440.08 Kè 	15.01.2023	2023-01-19	1.45%
323	1107.00	 18 333.00 	 190.77 Kè 	08.01.2023	2023-01-12	1.04%
324	1008.00	 44 613.00 	 549.42 Kè 	07.01.2023	2023-01-08	1.23%
325	1119.00	 41 001.00 	 631.34 Kè 	01.01.2023	2023-01-05	1.54%
326	1170.00	 81 688.00 	 1 422.59 Kè 	08.01.2023	2023-01-09	1.74%
327	1029.00	 53 864.00 	 688.64 Kè 	20.01.2023	2023-01-23	1.28%
328	1045.00	 26 680.00 	 387.86 Kè 	24.01.2023	2023-01-28	1.45%
329	1185.00	 73 547.00 	 1 391.08 Kè 	22.01.2023	2023-01-24	1.89%
330	1150.00	 21 190.00 	 314.55 Kè 	20.01.2023	2023-01-24	1.48%
331	1069.00	 42 223.00 	 835.00 Kè 	26.01.2023	2023-01-27	1.98%
332	1159.00	 63 297.00 	 721.65 Kè 	15.01.2023	2023-01-16	1.14%
333	1156.00	 64 317.00 	 1 141.05 Kè 	04.01.2023	2023-01-06	1.77%
334	1151.00	 67 227.00 	 1 231.06 Kè 	04.01.2023	2023-01-05	1.83%
335	1025.00	 57 891.00 	 613.85 Kè 	13.01.2023	2023-01-17	1.06%
336	1145.00	 79 098.00 	 894.40 Kè 	02.01.2023	2023-01-05	1.13%
337	1181.00	 3 795.00 	 70.08 Kè 	23.01.2023	2023-01-27	1.85%
338	1026.00	 18 128.00 	 202.23 Kè 	16.01.2023	2023-01-19	1.12%
339	1167.00	 29 605.00 	 359.31 Kè 	07.01.2023	2023-01-09	1.21%
340	1035.00	 80 183.00 	 1 047.75 Kè 	16.01.2023	2023-01-19	1.31%
341	1150.00	 12 235.00 	 175.96 Kè 	27.01.2023	2023-01-31	1.44%
342	1098.00	 76 983.00 	 1 135.78 Kè 	03.01.2023	2023-01-04	1.48%
343	1001.00	 91 104.00 	 1 610.82 Kè 	03.01.2023	2023-01-07	1.77%
344	1133.00	 7 980.00 	 101.59 Kè 	15.01.2023	2023-01-19	1.27%
345	1099.00	 61 250.00 	 1 064.61 Kè 	03.01.2023	2023-01-04	1.74%
346	1166.00	 19 892.00 	 274.04 Kè 	05.01.2023	2023-01-08	1.38%
347	1176.00	 43 839.00 	 817.57 Kè 	27.01.2023	2023-01-28	1.86%
348	1153.00	 10 725.00 	 130.16 Kè 	10.01.2023	2023-01-11	1.21%
349	1138.00	 10 479.00 	 167.93 Kè 	04.01.2023	2023-01-06	1.60%
350	1026.00	 10 436.00 	 105.13 Kè 	08.01.2023	2023-01-11	1.01%
351	1113.00	 63 867.00 	 903.97 Kè 	07.01.2023	2023-01-09	1.42%
352	1157.00	 3 985.00 	 52.99 Kè 	03.01.2023	2023-01-05	1.33%
353	1070.00	 25 900.00 	 401.81 Kè 	28.01.2023	2023-02-01	1.55%
354	1004.00	 39 459.00 	 612.52 Kè 	22.01.2023	2023-01-26	1.55%
355	1080.00	 84 758.00 	 1 204.70 Kè 	06.01.2023	2023-01-07	1.42%
356	1037.00	 75 618.00 	 937.99 Kè 	09.01.2023	2023-01-12	1.24%
357	1094.00	 7 690.00 	 99.56 Kè 	24.01.2023	2023-01-26	1.29%
358	1004.00	 16 968.00 	 277.62 Kè 	20.01.2023	2023-01-23	1.64%
359	1063.00	 33 309.00 	 448.77 Kè 	23.01.2023	2023-01-26	1.35%
360	1131.00	 65 301.00 	 1 033.21 Kè 	05.01.2023	2023-01-09	1.58%
361	1144.00	 55 709.00 	 1 016.91 Kè 	01.01.2023	2023-01-03	1.83%
362	1155.00	 69 877.00 	 1 225.59 Kè 	06.01.2023	2023-01-10	1.75%
363	1159.00	 41 932.00 	 667.89 Kè 	20.01.2023	2023-01-23	1.59%
364	1070.00	 68 200.00 	 727.04 Kè 	25.01.2023	2023-01-27	1.07%
365	1049.00	 13 330.00 	 211.76 Kè 	20.01.2023	2023-01-23	1.59%
366	1197.00	 80 250.00 	 1 130.86 Kè 	08.01.2023	2023-01-10	1.41%
367	1179.00	 52 779.00 	 1 044.51 Kè 	21.01.2023	2023-01-25	1.98%
368	1138.00	 72 555.00 	 1 186.03 Kè 	13.01.2023	2023-01-15	1.63%
369	1103.00	 61 762.00 	 1 115.43 Kè 	12.01.2023	2023-01-16	1.81%
370	1196.00	 35 249.00 	 486.91 Kè 	18.01.2023	2023-01-19	1.38%
371	1143.00	 30 033.00 	 581.12 Kè 	20.01.2023	2023-01-23	1.93%
372	1170.00	 26 857.00 	 432.07 Kè 	06.01.2023	2023-01-09	1.61%
373	1170.00	 13 102.00 	 208.93 Kè 	17.01.2023	2023-01-19	1.59%
374	1065.00	 23 661.00 	 453.18 Kè 	20.01.2023	2023-01-24	1.92%
375	1190.00	 99 285.00 	 1 142.99 Kè 	14.01.2023	2023-01-18	1.15%
376	1125.00	 38 824.00 	 635.58 Kè 	16.01.2023	2023-01-17	1.64%
377	1008.00	 72 157.00 	 1 201.26 Kè 	21.01.2023	2023-01-24	1.66%
378	1002.00	 46 550.00 	 468.52 Kè 	07.01.2023	2023-01-11	1.01%
379	1137.00	 61 299.00 	 884.80 Kè 	12.01.2023	2023-01-13	1.44%
380	1003.00	 55 956.00 	 672.82 Kè 	03.01.2023	2023-01-07	1.20%
381	1170.00	 61 930.00 	 1 155.82 Kè 	18.01.2023	2023-01-21	1.87%
382	1154.00	 30 553.00 	 538.01 Kè 	25.01.2023	2023-01-28	1.76%
383	1175.00	 78 904.00 	 1 472.07 Kè 	08.01.2023	2023-01-09	1.87%
384	1070.00	 14 020.00 	 260.94 Kè 	24.01.2023	2023-01-25	1.86%
385	1157.00	 21 788.00 	 314.25 Kè 	06.01.2023	2023-01-10	1.44%
386	1061.00	 37 784.00 	 751.66 Kè 	17.01.2023	2023-01-21	1.99%
387	1126.00	 80 423.00 	 1 428.59 Kè 	02.01.2023	2023-01-03	1.78%
388	1106.00	 8 482.00 	 122.37 Kè 	28.01.2023	2023-01-30	1.44%
389	1046.00	 69 214.00 	 1 369.69 Kè 	01.01.2023	2023-01-05	1.98%
390	1048.00	 13 504.00 	 261.62 Kè 	11.01.2023	2023-01-13	1.94%
391	1092.00	 24 972.00 	 430.27 Kè 	17.01.2023	2023-01-19	1.72%
392	1049.00	 62 191.00 	 737.57 Kè 	26.01.2023	2023-01-30	1.19%
393	1097.00	 79 646.00 	 1 457.74 Kè 	25.01.2023	2023-01-26	1.83%
394	1159.00	 5 419.00 	 75.43 Kè 	10.01.2023	2023-01-13	1.39%
395	1112.00	 86 902.00 	 1 307.30 Kè 	14.01.2023	2023-01-17	1.50%
396	1116.00	 12 840.00 	 237.81 Kè 	16.01.2023	2023-01-19	1.85%
397	1130.00	 13 947.00 	 255.33 Kè 	17.01.2023	2023-01-21	1.83%
398	1174.00	 1 358.00 	 24.76 Kè 	10.01.2023	2023-01-13	1.82%
399	1016.00	 56 879.00 	 1 062.81 Kè 	16.01.2023	2023-01-17	1.87%
400	1106.00	 40 203.00 	 702.62 Kè 	11.01.2023	2023-01-14	1.75%
401	1087.00	 38 097.00 	 561.79 Kè 	23.01.2023	2023-01-27	1.47%
402	1119.00	 85 581.00 	 1 254.28 Kè 	18.01.2023	2023-01-22	1.47%
403	1058.00	 96 239.00 	 1 681.55 Kè 	13.01.2023	2023-01-15	1.75%
404	1066.00	 7 438.00 	 141.80 Kè 	02.01.2023	2023-01-03	1.91%
405	1148.00	 67 428.00 	 1 197.46 Kè 	11.01.2023	2023-01-13	1.78%
406	1194.00	 36 103.00 	 391.72 Kè 	24.01.2023	2023-01-27	1.09%
407	1196.00	 10 244.00 	 190.90 Kè 	23.01.2023	2023-01-27	1.86%
408	1155.00	 11 118.00 	 161.35 Kè 	25.01.2023	2023-01-26	1.45%
409	1138.00	 59 496.00 	 1 146.61 Kè 	13.01.2023	2023-01-15	1.93%
410	1079.00	 22 588.00 	 285.49 Kè 	08.01.2023	2023-01-11	1.26%
411	1010.00	 24 159.00 	 323.80 Kè 	16.01.2023	2023-01-19	1.34%
412	1098.00	 4 518.00 	 80.19 Kè 	10.01.2023	2023-01-14	1.77%
413	1048.00	 23 721.00 	 291.05 Kè 	12.01.2023	2023-01-16	1.23%
414	1145.00	 71 368.00 	 1 197.38 Kè 	02.01.2023	2023-01-04	1.68%
415	1059.00	 87 226.00 	 1 452.48 Kè 	16.01.2023	2023-01-19	1.67%
416	1162.00	 87 820.00 	 993.84 Kè 	12.01.2023	2023-01-14	1.13%
417	1179.00	 52 255.00 	 983.68 Kè 	07.01.2023	2023-01-08	1.88%
418	1072.00	 68 591.00 	 995.76 Kè 	26.01.2023	2023-01-27	1.45%
419	1022.00	 53 402.00 	 547.52 Kè 	23.01.2023	2023-01-25	1.03%
420	1105.00	 21 660.00 	 343.38 Kè 	17.01.2023	2023-01-21	1.59%
421	1069.00	 95 548.00 	 1 053.07 Kè 	27.01.2023	2023-01-28	1.10%
422	1078.00	 33 563.00 	 502.70 Kè 	21.01.2023	2023-01-24	1.50%
423	1065.00	 85 518.00 	 1 079.26 Kè 	22.01.2023	2023-01-25	1.26%
424	1136.00	 70 313.00 	 895.53 Kè 	09.01.2023	2023-01-11	1.27%
425	1177.00	 58 671.00 	 850.88 Kè 	10.01.2023	2023-01-11	1.45%
426	1012.00	 72 426.00 	 1 426.06 Kè 	20.01.2023	2023-01-22	1.97%
427	1096.00	 70 286.00 	 828.87 Kè 	16.01.2023	2023-01-17	1.18%
428	1094.00	 31 186.00 	 340.50 Kè 	26.01.2023	2023-01-30	1.09%
429	1132.00	 5 132.00 	 100.91 Kè 	20.01.2023	2023-01-21	1.97%
430	1117.00	 19 384.00 	 298.60 Kè 	06.01.2023	2023-01-08	1.54%
431	1049.00	 27 674.00 	 431.50 Kè 	04.01.2023	2023-01-06	1.56%
432	1100.00	 81 672.00 	 1 413.21 Kè 	11.01.2023	2023-01-13	1.73%
433	1131.00	 41 768.00 	 779.68 Kè 	19.01.2023	2023-01-21	1.87%
434	1154.00	 6 730.00 	 98.39 Kè 	20.01.2023	2023-01-21	1.46%
435	1109.00	 41 955.00 	 525.72 Kè 	06.01.2023	2023-01-09	1.25%
436	1016.00	 31 093.00 	 454.18 Kè 	11.01.2023	2023-01-12	1.46%
437	1120.00	 65 670.00 	 803.20 Kè 	27.01.2023	2023-01-29	1.22%
438	1170.00	 87 987.00 	 1 182.79 Kè 	18.01.2023	2023-01-22	1.34%
439	1018.00	 53 143.00 	 824.70 Kè 	18.01.2023	2023-01-20	1.55%
440	1045.00	 45 535.00 	 485.85 Kè 	03.01.2023	2023-01-06	1.07%
441	1183.00	 73 384.00 	 1 426.45 Kè 	06.01.2023	2023-01-09	1.94%
442	1113.00	 70 008.00 	 1 073.95 Kè 	02.01.2023	2023-01-04	1.53%
443	1046.00	 36 659.00 	 563.47 Kè 	09.01.2023	2023-01-11	1.54%
444	1134.00	 4 599.00 	 54.65 Kè 	03.01.2023	2023-01-06	1.19%
445	1073.00	 36 284.00 	 558.71 Kè 	02.01.2023	2023-01-03	1.54%
446	1021.00	 80 873.00 	 1 549.05 Kè 	09.01.2023	2023-01-12	1.92%
447	1135.00	 8 857.00 	 128.78 Kè 	24.01.2023	2023-01-25	1.45%
448	1087.00	 57 312.00 	 1 026.51 Kè 	23.01.2023	2023-01-26	1.79%
449	1014.00	 15 624.00 	 312.18 Kè 	13.01.2023	2023-01-15	2.00%
450	1122.00	 82 629.00 	 1 166.80 Kè 	28.01.2023	2023-01-29	1.41%
451	1199.00	 47 429.00 	 706.36 Kè 	13.01.2023	2023-01-17	1.49%
452	1105.00	 38 211.00 	 502.27 Kè 	18.01.2023	2023-01-20	1.31%
453	1052.00	 47 182.00 	 931.69 Kè 	25.01.2023	2023-01-26	1.97%
454	1197.00	 94 995.00 	 1 247.52 Kè 	22.01.2023	2023-01-26	1.31%
455	1144.00	 38 920.00 	 467.01 Kè 	08.01.2023	2023-01-10	1.20%
456	1172.00	 49 693.00 	 833.20 Kè 	15.01.2023	2023-01-19	1.68%
457	1171.00	 66 797.00 	 737.14 Kè 	20.01.2023	2023-01-22	1.10%
458	1068.00	 58 988.00 	 1 061.12 Kè 	03.01.2023	2023-01-05	1.80%
459	1033.00	 80 668.00 	 1 224.59 Kè 	17.01.2023	2023-01-21	1.52%
460	1045.00	 73 400.00 	 904.70 Kè 	20.01.2023	2023-01-22	1.23%
461	1031.00	 59 700.00 	 609.25 Kè 	23.01.2023	2023-01-24	1.02%
462	1108.00	 87 948.00 	 1 657.08 Kè 	27.01.2023	2023-01-28	1.88%
463	1105.00	 50 343.00 	 563.89 Kè 	14.01.2023	2023-01-17	1.12%
464	1145.00	 48 362.00 	 604.96 Kè 	13.01.2023	2023-01-14	1.25%
465	1057.00	 45 843.00 	 538.14 Kè 	13.01.2023	2023-01-14	1.17%
466	1196.00	 68 704.00 	 1 016.61 Kè 	07.01.2023	2023-01-08	1.48%
467	1190.00	 38 889.00 	 686.22 Kè 	06.01.2023	2023-01-09	1.76%
468	1058.00	 66 270.00 	 1 213.60 Kè 	01.01.2023	2023-01-04	1.83%
469	1129.00	 48 148.00 	 623.93 Kè 	20.01.2023	2023-01-23	1.30%
470	1174.00	 69 195.00 	 875.21 Kè 	05.01.2023	2023-01-09	1.26%
471	1034.00	 24 412.00 	 393.46 Kè 	20.01.2023	2023-01-21	1.61%
472	1199.00	 67 845.00 	 1 224.80 Kè 	28.01.2023	2023-02-01	1.81%
473	1125.00	 95 258.00 	 1 350.18 Kè 	12.01.2023	2023-01-14	1.42%
474	1084.00	 16 269.00 	 186.84 Kè 	28.01.2023	2023-01-29	1.15%
475	1091.00	 16 393.00 	 164.94 Kè 	13.01.2023	2023-01-17	1.01%
476	1027.00	 6 366.00 	 92.04 Kè 	22.01.2023	2023-01-25	1.45%
477	1181.00	 93 286.00 	 1 079.49 Kè 	26.01.2023	2023-01-27	1.16%
478	1110.00	 49 270.00 	 945.81 Kè 	19.01.2023	2023-01-22	1.92%
479	1062.00	 90 920.00 	 1 772.53 Kè 	28.01.2023	2023-01-30	1.95%
480	1117.00	 55 649.00 	 660.06 Kè 	27.01.2023	2023-01-29	1.19%
481	1099.00	 47 404.00 	 533.48 Kè 	10.01.2023	2023-01-13	1.13%
482	1111.00	 40 517.00 	 646.32 Kè 	23.01.2023	2023-01-26	1.60%
483	1056.00	 55 271.00 	 1 047.43 Kè 	12.01.2023	2023-01-14	1.90%
484	1100.00	 51 103.00 	 961.60 Kè 	05.01.2023	2023-01-09	1.88%
485	1063.00	 66 961.00 	 1 118.68 Kè 	24.01.2023	2023-01-28	1.67%
486	1075.00	 44 669.00 	 606.97 Kè 	13.01.2023	2023-01-14	1.36%
487	1055.00	 17 285.00 	 267.38 Kè 	07.01.2023	2023-01-11	1.55%
488	1077.00	 56 787.00 	 1 013.64 Kè 	10.01.2023	2023-01-12	1.78%
489	1192.00	 50 023.00 	 753.93 Kè 	27.01.2023	2023-01-31	1.51%
490	1170.00	 85 923.00 	 1 460.18 Kè 	23.01.2023	2023-01-27	1.70%
491	1115.00	 51 689.00 	 726.93 Kè 	18.01.2023	2023-01-19	1.41%
492	1139.00	 76 727.00 	 1 441.69 Kè 	13.01.2023	2023-01-17	1.88%
493	1055.00	 43 786.00 	 679.65 Kè 	19.01.2023	2023-01-20	1.55%
494	1094.00	 76 819.00 	 1 505.89 Kè 	26.01.2023	2023-01-29	1.96%
495	1059.00	 65 172.00 	 1 243.96 Kè 	09.01.2023	2023-01-12	1.91%
496	1018.00	 37 575.00 	 446.74 Kè 	20.01.2023	2023-01-21	1.19%
497	1094.00	 43 179.00 	 505.72 Kè 	28.01.2023	2023-02-01	1.17%
498	1104.00	 11 978.00 	 153.89 Kè 	01.01.2023	2023-01-05	1.28%
499	1067.00	 28 728.00 	 363.37 Kè 	17.01.2023	2023-01-19	1.26%
500	1194.00	 42 800.00 	 743.35 Kè 	18.01.2023	2023-01-22	1.74%
501	1036.00	 64 255.00 	 818.52 Kè 	01.01.2023	2023-01-03	1.27%
502	1099.00	 27 629.00 	 347.43 Kè 	13.01.2023	2023-01-17	1.26%
503	1172.00	 90 081.00 	 1 155.47 Kè 	02.01.2023	2023-01-04	1.28%
504	1191.00	 94 708.00 	 1 672.35 Kè 	04.01.2023	2023-01-08	1.77%
505	1095.00	 11 074.00 	 134.31 Kè 	21.01.2023	2023-01-23	1.21%
506	1123.00	 91 443.00 	 1 691.96 Kè 	25.01.2023	2023-01-29	1.85%
507	1055.00	 27 331.00 	 416.20 Kè 	09.01.2023	2023-01-13	1.52%
508	1019.00	 55 158.00 	 618.89 Kè 	04.01.2023	2023-01-06	1.12%
509	1037.00	 81 507.00 	 955.80 Kè 	15.01.2023	2023-01-16	1.17%
510	1114.00	 29 960.00 	 556.86 Kè 	13.01.2023	2023-01-15	1.86%
511	1001.00	 13 660.00 	 150.63 Kè 	06.01.2023	2023-01-07	1.10%
512	1174.00	 99 320.00 	 1 097.48 Kè 	27.01.2023	2023-01-30	1.10%
513	1157.00	 39 881.00 	 622.61 Kè 	12.01.2023	2023-01-14	1.56%
514	1198.00	 62 569.00 	 827.93 Kè 	08.01.2023	2023-01-12	1.32%
515	1135.00	 22 567.00 	 342.20 Kè 	09.01.2023	2023-01-11	1.52%
516	1164.00	 10 952.00 	 187.06 Kè 	03.01.2023	2023-01-06	1.71%
517	1179.00	 53 380.00 	 534.29 Kè 	22.01.2023	2023-01-24	1.00%
518	1073.00	 25 427.00 	 270.34 Kè 	04.01.2023	2023-01-07	1.06%
519	1113.00	 80 150.00 	 1 289.49 Kè 	25.01.2023	2023-01-27	1.61%
520	1101.00	 99 897.00 	 1 859.78 Kè 	25.01.2023	2023-01-29	1.86%
521	1051.00	 40 124.00 	 579.78 Kè 	03.01.2023	2023-01-04	1.44%
522	1078.00	 10 609.00 	 176.14 Kè 	16.01.2023	2023-01-19	1.66%
523	1107.00	 30 263.00 	 592.71 Kè 	09.01.2023	2023-01-13	1.96%
524	1008.00	 4 606.00 	 63.27 Kè 	28.01.2023	2023-01-30	1.37%
525	1119.00	 25 969.00 	 458.14 Kè 	13.01.2023	2023-01-16	1.76%
526	1170.00	 37 923.00 	 664.31 Kè 	07.01.2023	2023-01-11	1.75%
527	1029.00	 94 365.00 	 1 713.18 Kè 	04.01.2023	2023-01-07	1.82%
528	1045.00	 41 584.00 	 525.82 Kè 	01.01.2023	2023-01-02	1.26%
529	1185.00	 71 602.00 	 1 053.66 Kè 	06.01.2023	2023-01-07	1.47%
530	1150.00	 10 133.00 	 195.83 Kè 	03.01.2023	2023-01-07	1.93%
531	1069.00	 84 230.00 	 1 495.54 Kè 	15.01.2023	2023-01-19	1.78%
532	1159.00	 67 294.00 	 1 293.75 Kè 	26.01.2023	2023-01-27	1.92%
533	1156.00	 61 415.00 	 889.55 Kè 	28.01.2023	2023-01-29	1.45%
534	1151.00	 35 892.00 	 644.55 Kè 	17.01.2023	2023-01-20	1.80%
535	1025.00	 21 972.00 	 371.49 Kè 	26.01.2023	2023-01-27	1.69%
536	1145.00	 97 143.00 	 1 547.16 Kè 	08.01.2023	2023-01-10	1.59%
537	1181.00	 37 683.00 	 657.39 Kè 	10.01.2023	2023-01-13	1.74%
538	1026.00	 8 646.00 	 103.28 Kè 	15.01.2023	2023-01-19	1.19%
539	1167.00	 8 420.00 	 102.76 Kè 	03.01.2023	2023-01-06	1.22%
540	1035.00	 40 700.00 	 649.00 Kè 	22.01.2023	2023-01-23	1.59%
541	1150.00	 79 116.00 	 933.09 Kè 	28.01.2023	2023-02-01	1.18%
542	1098.00	 45 252.00 	 800.73 Kè 	25.01.2023	2023-01-28	1.77%
543	1001.00	 99 818.00 	 1 994.36 Kè 	04.01.2023	2023-01-05	2.00%
544	1133.00	 58 751.00 	 717.31 Kè 	09.01.2023	2023-01-11	1.22%
545	1099.00	 48 057.00 	 822.20 Kè 	26.01.2023	2023-01-28	1.71%
546	1166.00	 62 049.00 	 1 182.70 Kè 	22.01.2023	2023-01-26	1.91%
547	1176.00	 54 354.00 	 580.34 Kè 	19.01.2023	2023-01-20	1.07%
548	1153.00	 30 528.00 	 450.36 Kè 	20.01.2023	2023-01-22	1.48%
549	1138.00	 27 287.00 	 452.63 Kè 	26.01.2023	2023-01-27	1.66%
550	1026.00	 30 158.00 	 510.22 Kè 	22.01.2023	2023-01-25	1.69%
551	1113.00	 54 798.00 	 736.82 Kè 	15.01.2023	2023-01-19	1.34%
552	1157.00	 43 989.00 	 442.14 Kè 	16.01.2023	2023-01-20	1.01%
553	1070.00	 37 765.00 	 633.97 Kè 	12.01.2023	2023-01-14	1.68%
554	1004.00	 15 056.00 	 224.57 Kè 	15.01.2023	2023-01-18	1.49%
555	1080.00	 34 556.00 	 617.26 Kè 	03.01.2023	2023-01-06	1.79%
556	1037.00	 43 527.00 	 720.59 Kè 	11.01.2023	2023-01-13	1.66%
557	1094.00	 78 485.00 	 821.12 Kè 	16.01.2023	2023-01-18	1.05%
558	1004.00	 67 016.00 	 1 266.56 Kè 	20.01.2023	2023-01-21	1.89%
559	1063.00	 12 526.00 	 174.74 Kè 	09.01.2023	2023-01-11	1.40%
560	1131.00	 61 715.00 	 859.55 Kè 	24.01.2023	2023-01-25	1.39%
561	1144.00	 50 153.00 	 742.15 Kè 	05.01.2023	2023-01-06	1.48%
562	1155.00	 4 834.00 	 80.28 Kè 	06.01.2023	2023-01-10	1.66%
563	1159.00	 73 843.00 	 1 000.51 Kè 	06.01.2023	2023-01-09	1.35%
564	1070.00	 83 144.00 	 1 074.79 Kè 	01.01.2023	2023-01-05	1.29%
565	1049.00	 1 404.00 	 23.54 Kè 	07.01.2023	2023-01-11	1.68%
566	1197.00	 72 109.00 	 1 059.97 Kè 	04.01.2023	2023-01-05	1.47%
567	1179.00	 43 978.00 	 543.58 Kè 	22.01.2023	2023-01-25	1.24%
568	1138.00	 49 419.00 	 812.03 Kè 	24.01.2023	2023-01-27	1.64%
569	1103.00	 36 589.00 	 380.37 Kè 	19.01.2023	2023-01-22	1.04%
570	1196.00	 52 525.00 	 813.73 Kè 	12.01.2023	2023-01-13	1.55%
571	1143.00	 51 447.00 	 603.54 Kè 	20.01.2023	2023-01-24	1.17%
572	1170.00	 86 729.00 	 1 169.65 Kè 	18.01.2023	2023-01-21	1.35%
573	1170.00	 85 320.00 	 892.26 Kè 	26.01.2023	2023-01-30	1.05%
574	1065.00	 68 183.00 	 1 131.30 Kè 	14.01.2023	2023-01-17	1.66%
575	1190.00	 17 257.00 	 287.67 Kè 	28.01.2023	2023-01-29	1.67%
576	1125.00	 31 884.00 	 635.06 Kè 	02.01.2023	2023-01-03	1.99%
577	1008.00	 52 021.00 	 644.88 Kè 	13.01.2023	2023-01-17	1.24%
578	1002.00	 52 286.00 	 890.50 Kè 	04.01.2023	2023-01-07	1.70%
579	1137.00	 83 286.00 	 1 612.77 Kè 	14.01.2023	2023-01-18	1.94%
580	1003.00	 36 602.00 	 506.26 Kè 	03.01.2023	2023-01-05	1.38%
581	1170.00	 24 041.00 	 403.60 Kè 	22.01.2023	2023-01-26	1.68%
582	1154.00	 38 801.00 	 553.93 Kè 	17.01.2023	2023-01-19	1.43%
583	1175.00	 99 966.00 	 1 292.22 Kè 	27.01.2023	2023-01-31	1.29%
584	1070.00	 92 519.00 	 1 108.48 Kè 	03.01.2023	2023-01-06	1.20%
585	1157.00	 69 644.00 	 1 325.14 Kè 	08.01.2023	2023-01-10	1.90%
586	1061.00	 94 639.00 	 1 190.05 Kè 	09.01.2023	2023-01-12	1.26%
587	1126.00	 66 577.00 	 1 231.44 Kè 	18.01.2023	2023-01-20	1.85%
588	1106.00	 54 993.00 	 1 082.61 Kè 	15.01.2023	2023-01-19	1.97%
589	1046.00	 79 339.00 	 1 445.11 Kè 	03.01.2023	2023-01-07	1.82%
590	1048.00	 26 216.00 	 497.71 Kè 	24.01.2023	2023-01-27	1.90%
591	1092.00	 20 156.00 	 269.77 Kè 	16.01.2023	2023-01-19	1.34%
592	1049.00	 69 130.00 	 1 203.57 Kè 	16.01.2023	2023-01-17	1.74%
593	1097.00	 31 245.00 	 352.63 Kè 	09.01.2023	2023-01-13	1.13%
594	1159.00	 60 481.00 	 862.35 Kè 	07.01.2023	2023-01-11	1.43%
595	1112.00	 18 668.00 	 370.94 Kè 	06.01.2023	2023-01-09	1.99%
596	1116.00	 64 912.00 	 1 098.03 Kè 	25.01.2023	2023-01-29	1.69%
597	1130.00	 62 617.00 	 994.94 Kè 	14.01.2023	2023-01-15	1.59%
598	1174.00	 73 340.00 	 1 014.42 Kè 	21.01.2023	2023-01-23	1.38%
599	1016.00	 93 783.00 	 1 443.87 Kè 	12.01.2023	2023-01-14	1.54%
600	1106.00	 56 035.00 	 916.30 Kè 	15.01.2023	2023-01-19	1.64%
601	1087.00	 64 202.00 	 936.77 Kè 	19.01.2023	2023-01-22	1.46%
602	1119.00	 82 427.00 	 1 443.26 Kè 	16.01.2023	2023-01-20	1.75%
603	1058.00	 66 139.00 	 852.27 Kè 	17.01.2023	2023-01-20	1.29%
604	1066.00	 6 203.00 	 119.37 Kè 	02.01.2023	2023-01-05	1.92%
605	1148.00	 23 963.00 	 241.74 Kè 	05.01.2023	2023-01-08	1.01%
606	1194.00	 17 277.00 	 238.60 Kè 	18.01.2023	2023-01-22	1.38%
607	1196.00	 40 532.00 	 516.59 Kè 	10.01.2023	2023-01-11	1.27%
608	1155.00	 71 567.00 	 813.08 Kè 	04.01.2023	2023-01-07	1.14%
609	1138.00	 4 320.00 	 60.95 Kè 	13.01.2023	2023-01-15	1.41%
610	1079.00	 74 763.00 	 884.21 Kè 	18.01.2023	2023-01-20	1.18%
611	1010.00	 21 553.00 	 279.06 Kè 	20.01.2023	2023-01-24	1.29%
612	1098.00	 31 391.00 	 351.53 Kè 	27.01.2023	2023-01-31	1.12%
613	1048.00	 78 288.00 	 1 018.70 Kè 	18.01.2023	2023-01-22	1.30%
614	1145.00	 88 767.00 	 1 395.73 Kè 	22.01.2023	2023-01-24	1.57%
615	1059.00	 79 575.00 	 977.97 Kè 	05.01.2023	2023-01-06	1.23%
616	1162.00	 91 055.00 	 1 064.39 Kè 	02.01.2023	2023-01-05	1.17%
617	1179.00	 29 002.00 	 464.89 Kè 	16.01.2023	2023-01-19	1.60%
618	1072.00	 82 531.00 	 1 093.35 Kè 	07.01.2023	2023-01-11	1.32%
619	1022.00	 50 847.00 	 520.89 Kè 	25.01.2023	2023-01-27	1.02%
620	1105.00	 74 955.00 	 1 191.79 Kè 	12.01.2023	2023-01-15	1.59%
621	1069.00	 23 116.00 	 406.58 Kè 	02.01.2023	2023-01-03	1.76%
622	1078.00	 61 693.00 	 798.82 Kè 	15.01.2023	2023-01-16	1.29%
623	1065.00	 44 826.00 	 699.68 Kè 	02.01.2023	2023-01-06	1.56%
